n,p1,p2,nq,q,k,path_length,converged
100,0.5431215481815791,0.015363594588497674,400,0.01,4,2.5105522528160202,1.0
100,0.5431215481815791,0.015363594588497674,400,0.02,4,2.2849292866082607,1.0
100,0.5431215481815791,0.015363594588497674,400,0.03,4,2.14046464330413,1.0
100,0.5431215481815791,0.015363594588497674,400,0.04,4,2.042555381727159,1.0
100,0.5431215481815791,0.015363594588497674,400,0.05,4,1.9789198998748436,1.0
100,0.5431215481815791,0.015363594588497674,400,0.060000000000000005,4,1.942862640801001,1.0
100,0.5431215481815791,0.015363594588497674,400,0.06999999999999999,4,1.9211311013767207,0.9
100,0.5431215481815791,0.015363594588497674,400,0.08,4,1.9077124530663325,0.2
100,0.5431215481815791,0.015363594588497674,400,0.09,4,1.8976091989987485,0.0
100,0.5431215481815791,0.015363594588497674,400,0.09999999999999999,4,1.889011576971214,0.0
100,0.5431215481815791,0.015363594588497674,400,0.11,4,1.8811971214017524,0.0
100,0.5431215481815791,0.015363594588497674,400,0.12,4,1.873470588235294,0.0
100,0.5431215481815791,0.015363594588497674,400,0.13,4,1.865758760951189,0.0
100,0.5431215481815791,0.015363594588497674,400,0.14,4,1.858307259073842,0.0
100,0.5431215481815791,0.015363594588497674,400,0.15000000000000002,4,1.8509812265331664,0.0
100,0.5431215481815791,0.015363594588497674,400,0.16,4,1.8436270337922405,0.0
100,0.5431215481815791,0.015363594588497674,400,0.17,4,1.835861076345432,0.0
100,0.5431215481815791,0.015363594588497674,400,0.18000000000000002,4,1.8282478097622028,0.0
100,0.5431215481815791,0.015363594588497674,400,0.19,4,1.821177096370463,0.0
100,0.5431215481815791,0.015363594588497674,400,0.2,4,1.8133301001251563,0.0
100,0.5431215481815791,0.015363594588497674,400,0.21000000000000002,4,1.8060982478097625,0.0
100,0.5431215481815791,0.015363594588497674,400,0.22,4,1.7982543804755948,0.0
100,0.5431215481815791,0.015363594588497674,400,0.23,4,1.7907340425531912,0.0
100,0.5431215481815791,0.015363594588497674,400,0.24000000000000002,4,1.7839105131414268,0.0
100,0.5431215481815791,0.015363594588497674,400,0.25,4,1.7757046307884856,0.0
100,0.5431215481815791,0.015363594588497674,400,0.26,4,1.7684724655819775,0.0
100,0.5431215481815791,0.015363594588497674,400,0.27,4,1.7609834167709635,0.0
100,0.5431215481815791,0.015363594588497674,400,0.28,4,1.7536833541927408,0.0
100,0.5431215481815791,0.015363594588497674,400,0.29000000000000004,4,1.7462518773466833,0.0
100,0.5431215481815791,0.015363594588497674,400,0.3,4,1.7384755944931165,0.0
100,0.5431215481815791,0.015363594588497674,400,0.31,4,1.7311170212765958,0.0
100,0.5431215481815791,0.015363594588497674,400,0.32,4,1.7231799123904878,0.0
100,0.5431215481815791,0.015363594588497674,400,0.33,4,1.7156761576971213,0.0
100,0.5431215481815791,0.015363594588497674,400,0.34,4,1.7084195869837298,0.0
100,0.5431215481815791,0.015363594588497674,400,0.35000000000000003,4,1.7008081977471838,0.0
100,0.5431215481815791,0.015363594588497674,400,0.36000000000000004,4,1.6933911138923654,0.0
100,0.5431215481815791,0.015363594588497674,400,0.37,4,1.6860563204005008,0.0
100,0.5431215481815791,0.015363594588497674,400,0.38,4,1.6787490613266585,0.0
100,0.5431215481815791,0.015363594588497674,400,0.39,4,1.6709705882352939,0.0
100,0.5431215481815791,0.015363594588497674,400,0.4,4,1.6636035669586984,0.0
100,0.5431215481815791,0.015363594588497674,400,0.41000000000000003,4,1.6561617647058824,0.0
100,0.5431215481815791,0.015363594588497674,400,0.42000000000000004,4,1.648203692115144,0.0
100,0.5431215481815791,0.015363594588497674,400,0.43,4,1.6412180851063831,0.0
100,0.5431215481815791,0.015363594588497674,400,0.44,4,1.6331210888610763,0.0
100,0.5431215481815791,0.015363594588497674,400,0.45,4,1.6263354192740926,0.0
100,0.5431215481815791,0.015363594588497674,400,0.46,4,1.6185306633291614,0.0
100,0.5431215481815791,0.015363594588497674,400,0.47000000000000003,4,1.610886420525657,0.0
100,0.5431215481815791,0.015363594588497674,400,0.48000000000000004,4,1.603078535669587,0.0
100,0.5431215481815791,0.015363594588497674,400,0.49,4,1.5953867334167708,0.0
100,0.5431215481815791,0.015363594588497674,400,0.5,4,1.588555694618273,0.0
