n,p1,p2,nq,q,k,path_length,converged
100,0.5431215481815791,0.1,200,0.0,2,0.0,1.0
100,0.5431215481815791,0.1,200,0.01,2,0.0,1.0
100,0.5431215481815791,0.1,200,0.02,2,2.028404761904762,1.0
100,0.5431215481815791,0.1,200,0.03,2,2.12815664160401,1.0
100,0.5431215481815791,0.1,200,0.04,2,2.04212656641604,1.0
100,0.5431215481815791,0.1,200,0.05,2,1.9811190476190474,1.0
100,0.5431215481815791,0.1,200,0.06,2,1.9365852130325816,1.0
100,0.5431215481815791,0.1,200,0.07,2,1.9018458646616545,1.0
100,0.5431215481815791,0.1,200,0.08,2,1.8792080200501253,1.0
100,0.5431215481815791,0.1,200,0.09,2,1.861296992481203,1.0
100,0.5431215481815791,0.1,200,0.1,2,1.8487380952380952,0.9
100,0.5431215481815791,0.1,200,0.11,2,1.8386290726817045,0.8
100,0.5431215481815791,0.1,200,0.12,2,1.8308395989974937,0.8
100,0.5431215481815791,0.1,200,0.13,2,1.822825814536341,0.6
100,0.5431215481815791,0.1,200,0.14,2,1.81496992481203,0.3
100,0.5431215481815791,0.1,200,0.15,2,1.8077969924812032,0.1
100,0.5431215481815791,0.1,200,0.16,2,1.7995664160401,0.0
100,0.5431215481815791,0.1,200,0.17,2,1.7922644110275687,0.0
100,0.5431215481815791,0.1,200,0.18,2,1.7847644110275689,0.0
100,0.5431215481815791,0.1,200,0.19,2,1.7771528822055138,0.0
100,0.5431215481815791,0.1,200,0.2,2,1.769810776942356,0.0
100,0.5431215481815791,0.1,200,0.21,2,1.762031328320802,0.0
100,0.5431215481815791,0.1,200,0.22,2,1.75496365914787,0.0
100,0.5431215481815791,0.1,200,0.23,2,1.747360902255639,0.0
100,0.5431215481815791,0.1,200,0.24,2,1.7394436090225565,0.0
100,0.5431215481815791,0.1,200,0.25,2,1.7331203007518798,0.0
100,0.5431215481815791,0.1,200,0.26,2,1.7246904761904762,0.0
100,0.5431215481815791,0.1,200,0.27,2,1.7168508771929827,0.0
100,0.5431215481815791,0.1,200,0.28,2,1.710449874686717,0.0
100,0.5431215481815791,0.1,200,0.29,2,1.7020576441102757,0.0
100,0.5431215481815791,0.1,200,0.3,2,1.694515037593985,0.0
100,0.5431215481815791,0.1,200,0.31,2,1.6867631578947369,0.0
100,0.5431215481815791,0.1,200,0.32,2,1.6798220551378447,0.0
100,0.5431215481815791,0.1,200,0.33,2,1.6720501253132831,0.0
100,0.5431215481815791,0.1,200,0.34,2,1.6656979949874686,0.0
100,0.5431215481815791,0.1,200,0.35000000000000003,2,1.6574335839598997,0.0
100,0.5431215481815791,0.1,200,0.36,2,1.650293233082707,0.0
100,0.5431215481815791,0.1,200,0.37,2,1.6422568922305765,0.0
100,0.5431215481815791,0.1,200,0.38,2,1.6353032581453633,0.0
100,0.5431215481815791,0.1,200,0.39,2,1.6274987468671678,0.0
100,0.5431215481815791,0.1,200,0.4,2,1.6201779448621554,0.0
100,0.5431215481815791,0.1,200,0.41000000000000003,2,1.6119310776942357,0.0
100,0.5431215481815791,0.1,200,0.42,2,1.6053897243107769,0.0
100,0.5431215481815791,0.1,200,0.43,2,1.5978872180451127,0.0
100,0.5431215481815791,0.1,200,0.44,2,1.5894348370927318,0.0
100,0.5431215481815791,0.1,200,0.45,2,1.5824411027568923,0.0
100,0.5431215481815791,0.1,200,0.46,2,1.5757531328320802,0.0
100,0.5431215481815791,0.1,200,0.47000000000000003,2,1.5684887218045114,0.0
100,0.5431215481815791,0.1,200,0.48,2,1.5596140350877192,0.0
100,0.5431215481815791,0.1,200,0.49,2,1.5516691729323306,0.0
100,0.5431215481815791,0.1,200,0.5,2,1.5457055137844613,0.0
