n,p1,p2,nq,q,k,path_length,converged
100,0.5431215481815791,0.1,100,0.0,2,0.0,1.0
100,0.5431215481815791,0.1,100,0.01,2,0.0,1.0
100,0.5431215481815791,0.1,100,0.02,2,1.8622385730211817,1.0
100,0.5431215481815791,0.1,100,0.03,2,1.977201783723523,1.0
100,0.5431215481815791,0.1,100,0.04,2,1.930015607580825,1.0
100,0.5431215481815791,0.1,100,0.05,2,1.894488294314381,1.0
100,0.5431215481815791,0.1,100,0.06,2,1.8687402452619846,1.0
100,0.5431215481815791,0.1,100,0.07,2,1.8449052396878483,1.0
100,0.5431215481815791,0.1,100,0.08,2,1.8292151616499441,1.0
100,0.5431215481815791,0.1,100,0.09,2,1.8186332218506132,1.0
100,0.5431215481815791,0.1,100,0.1,2,1.8081605351170567,1.0
100,0.5431215481815791,0.1,100,0.11,2,1.7993266443701224,1.0
100,0.5431215481815791,0.1,100,0.12,2,1.791386845039019,1.0
100,0.5431215481815791,0.1,100,0.13,2,1.7867870680044593,1.0
100,0.5431215481815791,0.1,100,0.14,2,1.7797837235228542,1.0
100,0.5431215481815791,0.1,100,0.15,2,1.7758818283166111,1.0
100,0.5431215481815791,0.1,100,0.16,2,1.7678305462653288,1.0
100,0.5431215481815791,0.1,100,0.17,2,1.7630880713489412,1.0
100,0.5431215481815791,0.1,100,0.18,2,1.7568071348940915,0.9
100,0.5431215481815791,0.1,100,0.19,2,1.7513311036789296,1.0
100,0.5431215481815791,0.1,100,0.2,2,1.7455741360089185,1.0
100,0.5431215481815791,0.1,100,0.21,2,1.7406510590858417,1.0
100,0.5431215481815791,0.1,100,0.22,2,1.7354604236343367,1.0
100,0.5431215481815791,0.1,100,0.23,2,1.7302987736900781,1.0
100,0.5431215481815791,0.1,100,0.24,2,1.723346711259755,0.7
100,0.5431215481815791,0.1,100,0.25,2,1.7184080267558528,1.0
100,0.5431215481815791,0.1,100,0.26,2,1.7147357859531773,0.5
100,0.5431215481815791,0.1,100,0.27,2,1.7068338907469343,0.4
100,0.5431215481815791,0.1,100,0.28,2,1.7024860646599778,0.5
100,0.5431215481815791,0.1,100,0.29,2,1.6975785953177258,0.1
100,0.5431215481815791,0.1,100,0.3,2,1.6920178372352286,0.1
100,0.5431215481815791,0.1,100,0.31,2,1.684882943143813,0.1
100,0.5431215481815791,0.1,100,0.32,2,1.6805039018952062,0.0
100,0.5431215481815791,0.1,100,0.33,2,1.6740022296544033,0.0
100,0.5431215481815791,0.1,100,0.34,2,1.6677591973244144,0.0
100,0.5431215481815791,0.1,100,0.35000000000000003,2,1.6633979933110368,0.0
100,0.5431215481815791,0.1,100,0.36,2,1.6573623188405797,0.0
100,0.5431215481815791,0.1,100,0.37,2,1.6516432552954292,0.0
100,0.5431215481815791,0.1,100,0.38,2,1.6475496098104796,0.0
100,0.5431215481815791,0.1,100,0.39,2,1.6415830546265329,0.0
100,0.5431215481815791,0.1,100,0.4,2,1.6359754738015606,0.0
100,0.5431215481815791,0.1,100,0.41000000000000003,2,1.6298862876254183,0.0
100,0.5431215481815791,0.1,100,0.42,2,1.6245641025641024,0.0
100,0.5431215481815791,0.1,100,0.43,2,1.618577480490524,0.0
100,0.5431215481815791,0.1,100,0.44,2,1.612191750278707,0.0
100,0.5431215481815791,0.1,100,0.45,2,1.6065841694537348,0.0
100,0.5431215481815791,0.1,100,0.46,2,1.6014358974358973,0.0
100,0.5431215481815791,0.1,100,0.47000000000000003,2,1.596608695652174,0.0
100,0.5431215481815791,0.1,100,0.48,2,1.5909565217391308,0.0
100,0.5431215481815791,0.1,100,0.49,2,1.5859754738015606,0.0
100,0.5431215481815791,0.1,100,0.5,2,1.5796187290969899,0.0
